doc_id,module,gap_type,detail
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,wallet_structure,NOT_VISIBLE_IN_TG,TG 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,wallet_structure,NOT_VISIBLE_IN_WEB,Web 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,wallet_structure,NOT_VISIBLE_IN_CLI,CLI 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,wallet_structure,NO_TEST,缺少对应测试
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,wallet_structure,NO_SOURCE_TRACE,缺少源文件或来源追踪
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,wallet_structure,NO_ACCEPTANCE,缺少验收声明
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,okx_cluster,MISSING_MODULE,模块在映射中缺失或未接入
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,okx_cluster,SURFACE_TEMPLATE,缺失模块也没有表层模板
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,okx_cluster,NOT_RUNTIME_CONNECTED,未与 runtime 主流程连接
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,okx_cluster,NOT_VISIBLE_IN_TG,TG 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,okx_cluster,NOT_VISIBLE_IN_WEB,Web 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,okx_cluster,NOT_VISIBLE_IN_CLI,CLI 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,okx_cluster,NO_TEST,缺少对应测试
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,okx_cluster,NO_SOURCE_TRACE,缺少源文件或来源追踪
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,okx_cluster,NO_ACCEPTANCE,缺少验收声明
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,structure_fusion,MISSING_MODULE,模块在映射中缺失或未接入
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,structure_fusion,SURFACE_TEMPLATE,缺失模块也没有表层模板
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,structure_fusion,NOT_RUNTIME_CONNECTED,未与 runtime 主流程连接
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,structure_fusion,NOT_VISIBLE_IN_TG,TG 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,structure_fusion,NOT_VISIBLE_IN_WEB,Web 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,structure_fusion,NOT_VISIBLE_IN_CLI,CLI 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,structure_fusion,NO_TEST,缺少对应测试
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,structure_fusion,NO_SOURCE_TRACE,缺少源文件或来源追踪
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,structure_fusion,NO_ACCEPTANCE,缺少验收声明
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,state_machine,MISSING_MODULE,模块在映射中缺失或未接入
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,state_machine,SURFACE_TEMPLATE,缺失模块也没有表层模板
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,state_machine,NOT_RUNTIME_CONNECTED,未与 runtime 主流程连接
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,state_machine,NOT_VISIBLE_IN_WEB,Web 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,state_machine,NOT_VISIBLE_IN_CLI,CLI 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,state_machine,NO_TEST,缺少对应测试
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,state_machine,NO_SOURCE_TRACE,缺少源文件或来源追踪
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,state_machine,NO_ACCEPTANCE,缺少验收声明
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,paper_runner,MISSING_MODULE,模块在映射中缺失或未接入
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,paper_runner,SURFACE_TEMPLATE,缺失模块也没有表层模板
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,paper_runner,NOT_RUNTIME_CONNECTED,未与 runtime 主流程连接
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,paper_runner,NOT_VISIBLE_IN_WEB,Web 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,paper_runner,NOT_VISIBLE_IN_CLI,CLI 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,paper_runner,NO_TEST,缺少对应测试
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,paper_runner,NO_SOURCE_TRACE,缺少源文件或来源追踪
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,paper_runner,NO_ACCEPTANCE,缺少验收声明
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,case_file,MISSING_MODULE,模块在映射中缺失或未接入
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,case_file,SURFACE_TEMPLATE,缺失模块也没有表层模板
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,case_file,NOT_RUNTIME_CONNECTED,未与 runtime 主流程连接
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,case_file,NOT_VISIBLE_IN_TG,TG 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,case_file,NOT_VISIBLE_IN_WEB,Web 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,case_file,NOT_VISIBLE_IN_CLI,CLI 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,case_file,NO_TEST,缺少对应测试
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,case_file,NO_SOURCE_TRACE,缺少源文件或来源追踪
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,case_file,NO_ACCEPTANCE,缺少验收声明
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,auto_review,MISSING_MODULE,模块在映射中缺失或未接入
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,auto_review,SURFACE_TEMPLATE,缺失模块也没有表层模板
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,auto_review,NOT_RUNTIME_CONNECTED,未与 runtime 主流程连接
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,auto_review,NOT_VISIBLE_IN_TG,TG 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,auto_review,NOT_VISIBLE_IN_CLI,CLI 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,auto_review,NO_TEST,缺少对应测试
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,auto_review,NO_SOURCE_TRACE,缺少源文件或来源追踪
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,auto_review,NO_ACCEPTANCE,缺少验收声明
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,unified_index,MISSING_MODULE,模块在映射中缺失或未接入
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,unified_index,SURFACE_TEMPLATE,缺失模块也没有表层模板
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,unified_index,NOT_RUNTIME_CONNECTED,未与 runtime 主流程连接
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,unified_index,NOT_VISIBLE_IN_CLI,CLI 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,unified_index,NO_TEST,缺少对应测试
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,unified_index,NO_SOURCE_TRACE,缺少源文件或来源追踪
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,unified_index,NO_ACCEPTANCE,缺少验收声明
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,telegram,MISSING_MODULE,模块在映射中缺失或未接入
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,telegram,SURFACE_TEMPLATE,缺失模块也没有表层模板
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,telegram,NOT_RUNTIME_CONNECTED,未与 runtime 主流程连接
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,telegram,NOT_VISIBLE_IN_WEB,Web 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,telegram,NOT_VISIBLE_IN_CLI,CLI 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,telegram,NO_TEST,缺少对应测试
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,telegram,NO_SOURCE_TRACE,缺少源文件或来源追踪
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,telegram,NO_ACCEPTANCE,缺少验收声明
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,web_dashboard,MISSING_MODULE,模块在映射中缺失或未接入
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,web_dashboard,SURFACE_TEMPLATE,缺失模块也没有表层模板
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,web_dashboard,NOT_RUNTIME_CONNECTED,未与 runtime 主流程连接
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,web_dashboard,NOT_VISIBLE_IN_TG,TG 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,web_dashboard,NOT_VISIBLE_IN_CLI,CLI 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,web_dashboard,NO_TEST,缺少对应测试
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,web_dashboard,NO_SOURCE_TRACE,缺少源文件或来源追踪
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,web_dashboard,NO_ACCEPTANCE,缺少验收声明
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,cli,MISSING_MODULE,模块在映射中缺失或未接入
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,cli,SURFACE_TEMPLATE,缺失模块也没有表层模板
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,cli,NOT_RUNTIME_CONNECTED,未与 runtime 主流程连接
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,cli,NOT_VISIBLE_IN_TG,TG 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,cli,NOT_VISIBLE_IN_WEB,Web 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,cli,NO_TEST,缺少对应测试
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,cli,NO_SOURCE_TRACE,缺少源文件或来源追踪
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,cli,NO_ACCEPTANCE,缺少验收声明
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,runtime,MISSING_MODULE,模块在映射中缺失或未接入
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,runtime,SURFACE_TEMPLATE,缺失模块也没有表层模板
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,runtime,NOT_RUNTIME_CONNECTED,未与 runtime 主流程连接
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,runtime,NO_TEST,缺少对应测试
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,runtime,NO_SOURCE_TRACE,缺少源文件或来源追踪
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,runtime,NO_ACCEPTANCE,缺少验收声明
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,audit,MISSING_MODULE,模块在映射中缺失或未接入
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,audit,SURFACE_TEMPLATE,缺失模块也没有表层模板
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,audit,NOT_RUNTIME_CONNECTED,未与 runtime 主流程连接
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,audit,NOT_VISIBLE_IN_TG,TG 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,audit,NOT_VISIBLE_IN_WEB,Web 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,audit,NO_TEST,缺少对应测试
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,audit,NO_SOURCE_TRACE,缺少源文件或来源追踪
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,audit,NO_ACCEPTANCE,缺少验收声明
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,harness,NOT_VISIBLE_IN_TG,TG 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,harness,NOT_VISIBLE_IN_WEB,Web 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,harness,NO_TEST,缺少对应测试
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,harness,NO_ACCEPTANCE,缺少验收声明
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,repomix_context,MISSING_MODULE,模块在映射中缺失或未接入
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,repomix_context,SURFACE_TEMPLATE,缺失模块也没有表层模板
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,repomix_context,NOT_RUNTIME_CONNECTED,未与 runtime 主流程连接
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,repomix_context,NOT_VISIBLE_IN_TG,TG 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,repomix_context,NOT_VISIBLE_IN_WEB,Web 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,repomix_context,NO_TEST,缺少对应测试
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,repomix_context,NO_SOURCE_TRACE,缺少源文件或来源追踪
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,repomix_context,NO_ACCEPTANCE,缺少验收声明
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,hermes_execution,MISSING_MODULE,模块在映射中缺失或未接入
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,hermes_execution,SURFACE_TEMPLATE,缺失模块也没有表层模板
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,hermes_execution,NOT_RUNTIME_CONNECTED,未与 runtime 主流程连接
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,hermes_execution,NOT_VISIBLE_IN_TG,TG 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,hermes_execution,NOT_VISIBLE_IN_WEB,Web 中不可见
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,hermes_execution,NO_TEST,缺少对应测试
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,hermes_execution,NO_SOURCE_TRACE,缺少源文件或来源追踪
chatgpt_share_69f868b8_repomix_deerflow_harness_20be5ea17d45,hermes_execution,NO_ACCEPTANCE,缺少验收声明
